M,type,N1,N2,N3
416,TRIA,278,279,2
417,TRIA,2,279,121
418,TRIA,121,279,280
419,TRIA,280,3,121
420,TRIA,281,3,280
421,TRIA,282,283,284
422,TRIA,285,282,284
423,TRIA,286,285,284
424,TRIA,283,281,280
425,TRIA,283,282,287
426,TRIA,283,287,281
427,TRIA,3,281,288
428,TRIA,288,289,129
429,TRIA,288,129,3
430,TRIA,129,289,7
431,TRIA,290,8,7
432,TRIA,290,7,289
433,TRIA,8,290,291
434,TRIA,8,291,128
435,TRIA,292,293,105
436,TRIA,105,293,103
437,TRIA,294,125,128
438,TRIA,295,296,297
439,TRIA,296,292,297
440,TRIA,292,298,297
441,TRIA,292,296,299
442,TRIA,293,292,299
443,TRIA,300,298,292
444,TRIA,294,291,301
445,TRIA,302,294,301
446,TRIA,298,302,301
447,TRIA,294,128,291
448,TRIA,298,300,302
449,TRIA,124,126,303
450,TRIA,126,294,303
451,TRIA,124,303,304
452,TRIA,126,125,294
453,TRIA,305,124,304
454,TRIA,306,127,124
455,TRIA,124,307,306
456,TRIA,305,307,124
457,TRIA,127,306,308
458,TRIA,127,308,122
459,TRIA,308,309,123
460,TRIA,308,123,122
461,TRIA,123,309,310
462,TRIA,123,310,104
463,TRIA,311,106,312
464,TRIA,311,313,106
465,TRIA,312,106,310
466,TRIA,106,104,310
467,TRIA,120,313,314
468,TRIA,314,105,120
469,TRIA,314,292,105
470,TRIA,120,106,313
471,TRIA,103,293,315
472,TRIA,103,315,23
473,TRIA,19,316,317
474,TRIA,19,317,46
475,TRIA,318,319,320
476,TRIA,321,85,317
477,TRIA,322,323,324
478,TRIA,325,323,322
479,TRIA,318,323,325
480,TRIA,318,325,321
481,TRIA,317,326,321
482,TRIA,326,319,321
483,TRIA,319,318,321
484,TRIA,85,46,317
485,TRIA,327,86,107
486,TRIA,327,328,86
487,TRIA,327,107,321
488,TRIA,321,107,85
489,TRIA,329,330,86
490,TRIA,331,329,86
491,TRIA,331,86,328
492,TRIA,330,44,86
493,TRIA,44,330,332
494,TRIA,44,332,45
495,TRIA,333,98,332
496,TRIA,98,45,332
497,TRIA,98,333,334
498,TRIA,98,334,99
499,TRIA,116,334,335
500,TRIA,99,334,116
501,TRIA,116,335,336
502,TRIA,116,336,337
503,TRIA,337,118,116
504,TRIA,337,117,118
505,TRIA,337,338,117
506,TRIA,339,338,337
507,TRIA,340,338,339
508,TRIA,338,256,117
509,TRIA,256,97,117
510,TRIA,24,341,28
511,TRIA,28,341,342
512,TRIA,24,343,341
513,TRIA,28,342,162
514,TRIA,342,344,162
515,TRIA,344,163,162
516,TRIA,345,167,164
517,TRIA,164,163,346
518,TRIA,164,346,345
519,TRIA,163,344,346
520,TRIA,167,347,166
521,TRIA,345,347,167
522,TRIA,348,347,345
523,TRIA,348,345,349
524,TRIA,350,348,349
525,TRIA,345,351,349
526,TRIA,351,352,353
527,TRIA,351,353,354
528,TRIA,351,354,355
529,TRIA,356,352,351
530,TRIA,351,345,357
531,TRIA,351,357,356
532,TRIA,358,359,165
533,TRIA,166,358,165
534,TRIA,359,158,165
535,TRIA,166,347,358
536,TRIA,360,156,158
537,TRIA,360,158,359
538,TRIA,156,360,361
539,TRIA,156,361,27
540,TRIA,27,361,362
541,TRIA,27,362,26
542,TRIA,362,24,26
543,TRIA,363,343,364
544,TRIA,364,365,366
545,TRIA,363,364,366
546,TRIA,367,364,368
547,TRIA,364,369,368
548,TRIA,367,365,364
549,TRIA,24,362,343
550,TRIA,343,362,370
551,TRIA,371,364,343
552,TRIA,343,370,371
553,TRIA,370,372,371
554,TRIA,83,373,92
555,TRIA,374,373,83
556,TRIA,374,83,77
557,TRIA,77,375,374
558,TRIA,92,373,93
559,TRIA,373,376,93
560,TRIA,93,377,135
561,TRIA,135,377,378
562,TRIA,93,376,377
563,TRIA,135,378,131
564,TRIA,378,132,131
565,TRIA,379,380,381
566,TRIA,381,382,383
567,TRIA,379,381,383
568,TRIA,384,381,385
569,TRIA,381,386,385
570,TRIA,384,382,381
571,TRIA,378,387,380
572,TRIA,387,388,380
573,TRIA,132,378,380
574,TRIA,388,381,380
575,TRIA,387,389,388
576,TRIA,91,390,391
577,TRIA,91,391,90
578,TRIA,390,91,132
579,TRIA,390,132,380
580,TRIA,82,90,392
581,TRIA,90,391,392
582,TRIA,393,78,79
583,TRIA,79,82,394
584,TRIA,79,394,393
585,TRIA,82,392,394
586,TRIA,395,396,397
587,TRIA,395,397,398
588,TRIA,397,399,400
589,TRIA,398,397,400
590,TRIA,401,399,397
591,TRIA,401,397,393
592,TRIA,397,402,393
593,TRIA,402,403,393
594,TRIA,403,375,393
595,TRIA,375,78,393
596,TRIA,77,78,375
597,TRIA,402,404,403
598,TRIA,51,405,406
599,TRIA,41,406,87
600,TRIA,87,406,407
601,TRIA,51,406,41
602,TRIA,87,407,12
603,TRIA,12,408,405
604,TRIA,12,405,51
605,TRIA,12,407,408
606,TRIA,84,409,410
607,TRIA,36,410,411
608,TRIA,36,411,33
609,TRIA,84,410,36
610,TRIA,33,411,16
611,TRIA,16,412,84
612,TRIA,84,412,409
613,TRIA,16,411,412
614,TRIA,161,413,414
615,TRIA,153,414,171
616,TRIA,171,414,415
617,TRIA,161,414,153
618,TRIA,171,415,160
619,TRIA,160,416,413
620,TRIA,160,413,161
621,TRIA,160,415,416
622,TRIA,70,417,418
623,TRIA,57,418,419
624,TRIA,57,419,59
625,TRIA,70,418,57
626,TRIA,59,419,75
627,TRIA,75,420,70
628,TRIA,70,420,417
629,TRIA,75,419,420
630,TRIA,421,148,422
631,TRIA,423,424,148
632,TRIA,424,146,148
633,TRIA,425,422,426
634,TRIA,421,422,425
635,TRIA,148,427,423
636,TRIA,421,427,148
637,TRIA,424,428,149
638,TRIA,424,149,146
639,TRIA,154,428,429
640,TRIA,154,429,430
641,TRIA,154,430,431
642,TRIA,154,431,432
643,TRIA,154,149,428
644,TRIA,154,432,433
645,TRIA,432,434,433
646,TRIA,433,422,154
647,TRIA,422,148,154
648,TRIA,435,63,436
649,TRIA,63,65,436
650,TRIA,437,63,435
651,TRIA,438,439,63
652,TRIA,439,61,63
653,TRIA,440,435,441
654,TRIA,437,435,440
655,TRIA,63,442,438
656,TRIA,437,442,63
657,TRIA,443,444,71
658,TRIA,61,443,71
659,TRIA,61,439,443
660,TRIA,71,444,74
661,TRIA,443,65,74
662,TRIA,444,443,74
663,TRIA,445,65,446
664,TRIA,447,65,445
665,TRIA,65,443,448
666,TRIA,446,65,448
667,TRIA,436,447,449
668,TRIA,447,436,65
669,TRIA,450,451,195
670,TRIA,194,450,195
671,TRIA,194,452,450
672,TRIA,175,453,452
673,TRIA,194,175,452
674,TRIA,454,455,181
675,TRIA,192,454,181
676,TRIA,455,196,181
677,TRIA,196,453,175
678,TRIA,455,453,196
679,TRIA,192,183,456
680,TRIA,456,183,193
681,TRIA,457,456,193
682,TRIA,185,457,193
683,TRIA,192,456,454
684,TRIA,185,458,457
685,TRIA,197,459,458
686,TRIA,185,197,458
687,TRIA,187,460,459
688,TRIA,197,187,459
689,TRIA,198,460,187
690,TRIA,461,198,189
691,TRIA,462,461,189
692,TRIA,191,462,189
693,TRIA,461,460,198
694,TRIA,191,463,462
695,TRIA,463,191,190
696,TRIA,464,463,190
697,TRIA,179,464,190
698,TRIA,179,465,464
699,TRIA,177,466,465
700,TRIA,179,177,465
701,TRIA,176,466,177
702,TRIA,467,466,176
703,TRIA,468,176,469
704,TRIA,253,468,469
705,TRIA,254,253,469
706,TRIA,32,254,469
707,TRIA,176,32,469
708,TRIA,199,195,451
709,TRIA,199,451,470
710,TRIA,471,472,201
711,TRIA,199,470,471
712,TRIA,201,199,471
713,TRIA,203,201,473
714,TRIA,201,472,473
715,TRIA,206,474,207
716,TRIA,475,474,206
717,TRIA,208,475,206
718,TRIA,476,208,215
719,TRIA,477,476,215
720,TRIA,214,477,215
721,TRIA,475,208,476
722,TRIA,211,478,214
723,TRIA,478,477,214
724,TRIA,211,479,478
725,TRIA,479,203,473
726,TRIA,211,203,479
727,TRIA,216,480,220
728,TRIA,220,481,221
729,TRIA,221,482,483
730,TRIA,480,216,484
731,TRIA,484,216,225
732,TRIA,225,207,474
733,TRIA,484,225,474
734,TRIA,220,480,481
735,TRIA,221,481,482
736,TRIA,221,483,223
737,TRIA,227,485,228
738,TRIA,227,486,485
739,TRIA,223,483,486
740,TRIA,227,223,486
741,TRIA,234,487,235
742,TRIA,234,488,487
743,TRIA,237,489,488
744,TRIA,234,237,488
745,TRIA,239,489,237
746,TRIA,239,490,489
747,TRIA,490,239,228
748,TRIA,490,228,485
749,TRIA,242,491,492
750,TRIA,244,242,492
751,TRIA,243,493,491
752,TRIA,242,243,491
753,TRIA,235,493,243
754,TRIA,493,235,487
755,TRIA,247,494,248
756,TRIA,494,495,248
757,TRIA,247,244,492
758,TRIA,247,492,494
759,TRIA,253,496,497
760,TRIA,252,498,250
761,TRIA,498,496,250
762,TRIA,496,253,250
763,TRIA,495,498,252
764,TRIA,248,495,252
765,TRIA,257,256,338
766,TRIA,257,338,499
767,TRIA,258,499,500
768,TRIA,257,499,258
769,TRIA,501,500,499
770,TRIA,258,500,502
771,TRIA,500,503,502
772,TRIA,503,504,502
773,TRIA,264,262,505
774,TRIA,262,502,505
775,TRIA,502,504,505
776,TRIA,502,259,258
777,TRIA,262,259,502
778,TRIA,259,262,260
779,TRIA,263,506,268
780,TRIA,263,261,506
781,TRIA,261,507,506
782,TRIA,261,265,507
783,TRIA,507,267,508
784,TRIA,507,265,267
785,TRIA,509,267,266
786,TRIA,510,509,266
787,TRIA,511,509,510
788,TRIA,511,510,512
789,TRIA,513,504,514
790,TRIA,505,504,513
791,TRIA,266,505,513
792,TRIA,266,264,505
793,TRIA,515,273,272
794,TRIA,516,515,272
795,TRIA,271,516,272
796,TRIA,515,517,518
797,TRIA,515,516,519
798,TRIA,515,519,517
799,TRIA,520,517,519
800,TRIA,521,520,519
801,TRIA,517,522,518
802,TRIA,520,522,517
803,TRIA,523,524,525
804,TRIA,523,525,526
805,TRIA,527,523,526
806,TRIA,527,526,521
807,TRIA,528,529,530
808,TRIA,528,527,529
809,TRIA,515,274,273
810,TRIA,531,274,515
811,TRIA,518,531,515
812,TRIA,518,532,531
813,TRIA,274,531,275
814,TRIA,531,533,276
815,TRIA,531,276,275
816,TRIA,533,534,535
817,TRIA,531,534,533
818,TRIA,534,531,532
819,TRIA,536,537,538
820,TRIA,536,539,537
821,TRIA,540,541,537
822,TRIA,542,541,540
823,TRIA,543,541,542
824,TRIA,543,542,544
825,TRIA,534,540,535
826,TRIA,532,545,546
827,TRIA,534,532,546
828,TRIA,540,534,546
829,TRIA,547,548,284
830,TRIA,547,284,283
831,TRIA,279,547,283
832,TRIA,279,283,280
833,TRIA,287,282,549
834,TRIA,550,287,549
835,TRIA,551,550,549
836,TRIA,287,288,281
837,TRIA,550,288,287
838,TRIA,288,550,289
839,TRIA,552,551,549
840,TRIA,552,549,553
841,TRIA,553,549,282
842,TRIA,553,282,285
843,TRIA,554,555,556
844,TRIA,286,557,285
845,TRIA,554,557,286
846,TRIA,556,557,554
847,TRIA,558,284,548
848,TRIA,558,286,284
849,TRIA,550,290,289
850,TRIA,559,290,550
851,TRIA,551,559,550
852,TRIA,551,560,559
853,TRIA,291,290,559
854,TRIA,291,559,301
855,TRIA,301,559,560
856,TRIA,301,560,298
857,TRIA,561,562,563
858,TRIA,561,302,564
859,TRIA,302,300,564
860,TRIA,562,561,564
861,TRIA,300,314,313
862,TRIA,564,300,313
863,TRIA,300,292,314
864,TRIA,565,315,293
865,TRIA,299,565,293
866,TRIA,299,566,565
867,TRIA,299,296,566
868,TRIA,296,295,567
869,TRIA,296,567,566
870,TRIA,568,569,570
871,TRIA,571,569,568
872,TRIA,295,571,568
873,TRIA,295,297,571
874,TRIA,572,297,560
875,TRIA,297,298,560
876,TRIA,294,302,303
877,TRIA,303,302,304
878,TRIA,302,561,304
879,TRIA,573,574,307
880,TRIA,573,307,305
881,TRIA,306,307,574
882,TRIA,306,574,308
883,TRIA,304,561,563
884,TRIA,304,563,575
885,TRIA,575,305,304
886,TRIA,574,576,309
887,TRIA,574,309,308
888,TRIA,576,312,310
889,TRIA,576,310,309
890,TRIA,311,312,576
891,TRIA,311,576,577
892,TRIA,562,564,313
893,TRIA,562,313,578
894,TRIA,313,311,578
895,TRIA,319,326,579
896,TRIA,316,579,326
897,TRIA,316,326,317
898,TRIA,319,579,580
899,TRIA,581,582,325
900,TRIA,581,325,322
901,TRIA,583,584,582
902,TRIA,583,582,581
903,TRIA,339,322,324
904,TRIA,585,339,324
905,TRIA,337,581,322
906,TRIA,339,337,322
907,TRIA,340,339,585
908,TRIA,324,586,585
909,TRIA,586,503,500
910,TRIA,324,323,503
911,TRIA,586,324,503
912,TRIA,503,323,587
913,TRIA,323,318,587
914,TRIA,588,318,320
915,TRIA,588,589,318
916,TRIA,590,589,588
917,TRIA,590,591,589
918,TRIA,320,319,580
919,TRIA,320,580,592
920,TRIA,321,325,327
921,TRIA,327,325,328
922,TRIA,325,582,328
923,TRIA,332,330,329
924,TRIA,332,329,593
925,TRIA,594,593,329
926,TRIA,594,329,331
927,TRIA,328,582,584
928,TRIA,328,584,595
929,TRIA,595,331,328
930,TRIA,333,332,593
931,TRIA,333,593,596
932,TRIA,596,335,333
933,TRIA,335,334,333
934,TRIA,336,335,596
935,TRIA,336,596,597
936,TRIA,583,581,337
937,TRIA,583,337,598
938,TRIA,337,336,598
939,TRIA,501,499,340
940,TRIA,499,338,340
941,TRIA,599,341,600
942,TRIA,341,363,600
943,TRIA,601,599,600
944,TRIA,341,599,342
945,TRIA,363,341,343
946,TRIA,601,602,603
947,TRIA,601,603,599
948,TRIA,599,603,344
949,TRIA,599,344,342
950,TRIA,604,603,602
951,TRIA,345,346,604
952,TRIA,603,346,344
953,TRIA,603,604,346
954,TRIA,345,604,357
955,TRIA,358,605,359
956,TRIA,347,348,606
957,TRIA,358,347,606
958,TRIA,605,358,606
959,TRIA,605,606,607
960,TRIA,605,607,608
961,TRIA,606,348,350
962,TRIA,606,350,607
963,TRIA,609,350,349
964,TRIA,609,607,350
965,TRIA,610,607,609
966,TRIA,610,608,607
967,TRIA,611,612,610
968,TRIA,609,611,610
969,TRIA,611,609,349
970,TRIA,611,349,351
971,TRIA,613,612,611
972,TRIA,613,611,614
973,TRIA,614,611,351
974,TRIA,614,351,355
975,TRIA,355,354,615
976,TRIA,355,615,616
977,TRIA,616,615,617
978,TRIA,616,617,618
979,TRIA,617,615,619
980,TRIA,617,619,620
981,TRIA,615,354,353
982,TRIA,615,353,619
983,TRIA,621,622,619
984,TRIA,622,620,619
985,TRIA,353,621,619
986,TRIA,621,353,352
987,TRIA,356,622,621
988,TRIA,622,623,624
989,TRIA,621,352,356
990,TRIA,356,623,622
991,TRIA,602,624,623
992,TRIA,604,602,623
993,TRIA,356,604,623
994,TRIA,356,357,604
995,TRIA,625,359,605
996,TRIA,625,360,359
997,TRIA,360,625,626
998,TRIA,360,626,361
999,TRIA,361,626,370
1000,TRIA,361,370,362
1001,TRIA,627,601,600
1002,TRIA,628,627,600
1003,TRIA,363,628,600
1004,TRIA,363,366,628
1005,TRIA,365,627,628
1006,TRIA,627,629,630
1007,TRIA,628,366,365
1008,TRIA,365,629,627
1009,TRIA,631,365,367
1010,TRIA,629,365,631
1011,TRIA,632,629,631
1012,TRIA,632,630,629
1013,TRIA,632,631,633
1014,TRIA,632,633,634
1015,TRIA,631,367,368
1016,TRIA,631,368,633
1017,TRIA,635,633,368
1018,TRIA,369,635,368
1019,TRIA,636,633,635
1020,TRIA,636,634,633
1021,TRIA,637,369,364
1022,TRIA,638,639,640
1023,TRIA,637,638,640
1024,TRIA,369,637,640
1025,TRIA,638,637,641
1026,TRIA,364,371,641
1027,TRIA,637,364,641
1028,TRIA,638,641,642
1029,TRIA,371,372,643
1030,TRIA,641,643,644
1031,TRIA,641,644,642
1032,TRIA,371,643,641
1033,TRIA,370,626,643
1034,TRIA,372,370,643
1035,TRIA,626,644,643
1036,TRIA,644,626,625
1037,TRIA,374,645,646
1038,TRIA,374,646,373
1039,TRIA,375,403,645
1040,TRIA,375,645,374
1041,TRIA,373,647,376
1042,TRIA,373,646,647
1043,TRIA,376,647,648
1044,TRIA,376,648,377
1045,TRIA,377,648,387
1046,TRIA,377,387,378
1047,TRIA,390,649,391
1048,TRIA,650,651,649
1049,TRIA,390,650,649
1050,TRIA,379,650,390
1051,TRIA,379,390,380
1052,TRIA,650,652,651
1053,TRIA,379,383,653
1054,TRIA,650,379,653
1055,TRIA,652,650,653
1056,TRIA,382,652,653
1057,TRIA,652,654,655
1058,TRIA,653,383,382
1059,TRIA,382,654,652
1060,TRIA,656,657,654
1061,TRIA,657,655,654
1062,TRIA,382,656,654
1063,TRIA,656,382,384
1064,TRIA,657,656,658
1065,TRIA,657,658,659
1066,TRIA,656,384,385
1067,TRIA,656,385,658
1068,TRIA,660,658,385
1069,TRIA,386,660,385
